respondent,degree,strength,betweenness,closeness,eigenvector,pagerank,clustering,core_number,mean_response,response_std
14,10,2.5265755820481166,0.037756497948016415,0.580975002752972,0.052511074904259304,0.015237179163486261,0.15555555555555556,5,0.9333333333333333,0.7098977407062848
105,9,2.469716438466073,0.019425444596443228,0.586221247059468,0.16775674916554562,0.013345275327733313,0.3055555555555556,5,1.6166666666666667,0.7611691868917486
108,9,2.447611834875861,0.028454172366621067,0.5672386447719096,0.07684338553271956,0.01391113881295706,0.19444444444444445,5,1.6166666666666667,0.6131791749276645
111,9,2.5741740298647775,0.03337893296853625,0.5988738360154655,0.07569732171354884,0.01448738795980875,0.25,4,1.0166666666666666,0.7700245795475257
83,9,2.411679547606689,0.024350205198358413,0.5924690409802719,0.10702841488754421,0.01356092654907188,0.25,5,1.4666666666666666,0.8726866109342778
81,9,2.4264979343938746,0.029274965800273597,0.5903226410703811,0.1771104153708622,0.013198413791449854,0.19444444444444445,5,1.4833333333333334,0.8535403174111493
12,9,2.3890696346924214,0.018878248974008208,0.5581669592111432,0.059985522667840074,0.013922301294704249,0.16666666666666666,5,0.7166666666666667,0.6402241838994502
66,9,2.3802379719695086,0.0320109439124487,0.5845041058069931,0.14954780064008708,0.013645733818421003,0.2222222222222222,5,1.3333333333333333,0.9144168590366186
119,9,2.834656001880726,0.02051983584131327,0.5645418173865461,0.0743864426249942,0.015806039994196743,0.3055555555555556,4,0.26666666666666666,0.634239613242227
56,9,2.2145872760756706,0.024076607387140903,0.5702685530339102,0.04380111216333942,0.01363566864029133,0.1388888888888889,4,1.0,0.8829841544156682
55,9,2.6461301073210772,0.03365253077975376,0.5899205601528273,0.13455425062236187,0.01463830045361335,0.19444444444444445,5,1.35,0.8796185613999525
11,9,2.5397173201687737,0.04377564979480164,0.5594940625680898,0.04774062628648161,0.015430796266309664,0.2222222222222222,4,0.7666666666666667,0.7672682483797646
67,9,2.238798972853827,0.013406292749658003,0.5665692015279361,0.1291182259276591,0.012736180641287348,0.19444444444444445,5,1.4666666666666666,0.7002824288999328
19,9,2.3706981552532187,0.03255813953488372,0.5574677513562701,0.059365680042781706,0.014413044795232763,0.1388888888888889,5,1.1833333333333333,1.03320575119082
21,8,2.528364268292861,0.016689466484268126,0.5872188590350429,0.1992978352356031,0.013621554837715393,0.35714285714285715,5,1.5833333333333333,0.8692811498670187
50,8,2.592716206122396,0.029001367989056087,0.5971628166450944,0.11131277872513265,0.014302871798335524,0.2857142857142857,5,1.5666666666666667,0.8510545137126837
18,8,2.046738481010122,0.023529411764705882,0.5635160908268467,0.10838815475366179,0.012074906223349995,0.21428571428571427,5,0.9,0.7745966692414837
95,8,2.6651752934970805,0.030095759233926128,0.5975081249563278,0.15191247193253807,0.014321946647170807,0.17857142857142858,5,1.3833333333333333,0.9583118396017569
42,8,2.0894700064667338,0.014774281805745554,0.5724408408967614,0.07006838073991557,0.011993086843611186,0.21428571428571427,5,1.0833333333333333,0.6960339624157416
72,8,2.3056628907568153,0.018604651162790697,0.5854880482867162,0.12881919086415497,0.012824948656209144,0.32142857142857145,5,1.2,0.9351878266885431
61,8,2.6907762577527667,0.00984952120383037,0.573882484738409,0.24238737803703783,0.013905560335032157,0.4642857142857143,5,1.2833333333333334,0.9758380434301841
126,7,1.940154397271598,0.006839945280437756,0.5327358773857489,0.049002397327832334,0.011370318609231463,0.42857142857142855,4,1.0333333333333334,0.6629841797500677
13,7,1.999718491593824,0.009302325581395349,0.552515010205891,0.124564781932752,0.01145923495424465,0.38095238095238093,5,1.25,0.9500223012547421
70,7,1.8676721792802327,0.01997264021887825,0.556493564839863,0.05025545480645971,0.011557201983279052,0.09523809523809523,4,1.1166666666666667,0.8455600223593999
113,7,1.7849713533461098,0.03255813953488372,0.5237477012216962,0.022069076440319982,0.013004825016417915,0.19047619047619047,4,0.8833333333333333,0.9404590777041593
82,7,1.7275903084016906,0.03173734610123119,0.5320833876448327,0.038542014132045124,0.012252010592272752,0.14285714285714285,5,1.3166666666666667,0.9111673768855886
85,7,1.8540596879793338,0.01969904240766074,0.5451938409757234,0.056954621525332504,0.01120982497145685,0.23809523809523808,5,0.75,1.2705930818562712
37,7,1.684211831781719,0.016415868673050615,0.603570435224956,0.07129426370463117,0.010058288157107919,0.14285714285714285,5,1.55,0.8911048179704618
102,7,1.9539206510881832,0.02216142270861833,0.5470888010939283,0.03653859923239496,0.012227345577496157,0.14285714285714285,4,1.0166666666666666,0.7008872504569528
123,7,1.7303683969235684,0.004651162790697674,0.5144831567828305,0.03799603646303538,0.010791767077256612,0.23809523809523808,4,0.8,0.7767817135518024
79,7,2.0863734776244995,0.029274965800273597,0.5497609962313266,0.03788121833890887,0.013072582443108105,0.09523809523809523,4,1.1,0.7961773075670683
109,7,1.6832589645755587,0.009302325581395349,0.547075932925881,0.05097441357334058,0.010281969011578792,0.14285714285714285,4,1.05,0.8114644639607986
54,7,1.859290671915749,0.0106703146374829,0.5549735261526086,0.095766829110853,0.010755663103363212,0.2857142857142857,5,1.55,0.9464474163229604
58,7,1.644894864482176,0.02298221614227086,0.5481249404564144,0.02709988042861094,0.011074058673047983,0.047619047619047616,4,0.6833333333333333,1.1273437607057841
40,7,1.7745704774696494,0.02188782489740082,0.552676144044268,0.04100450238673452,0.011282720307181169,0.14285714285714285,5,1.4666666666666666,0.791194477081945
86,6,2.0490596211795458,0.0027359781121751026,0.5465491063940632,0.17797973581890697,0.01082784612715015,0.4666666666666667,5,1.3333333333333333,1.1595830148642143
45,6,1.4792863483939105,0.017236662106703146,0.5447104114662366,0.07324170155585999,0.009321782157377648,0.13333333333333333,4,1.0166666666666666,0.892371942418529
53,6,1.7731122365684018,0.019425444596443228,0.5498186575253281,0.12817844388826144,0.010655722887941498,0.26666666666666666,4,1.35,0.9535837844145135
17,6,1.6319811104122146,0.02079343365253078,0.5160852727196558,0.02449144903633638,0.010952049738161107,0.13333333333333333,4,0.9833333333333333,1.0166689821220274
97,6,1.628465873294815,0.003009575923392613,0.5265892252807749,0.11008054279645467,0.009401232687217466,0.26666666666666666,5,1.45,0.9283665260982119
92,6,1.5838739109395061,0.004103967168262654,0.5383200254087941,0.054616985034501596,0.009513163272213028,0.3333333333333333,5,1.25,0.8561838864739438
65,6,1.4675308548348243,0.004103967168262654,0.5330973428811047,0.043101808802567344,0.009124346872892812,0.13333333333333333,4,0.85,0.8986807657027425
116,6,1.5168496651936154,0.017236662106703146,0.5161148418946214,0.025478027551488654,0.010320831625204143,0.06666666666666667,4,1.3666666666666667,0.919960696777759
38,6,1.6131360364930207,0.014774281805745554,0.5417956308906369,0.09430888224597836,0.009728924028977421,0.26666666666666666,4,1.3166666666666667,0.8731720211568124
35,6,1.8449402067142466,0.026265389876880985,0.5427961913083041,0.06051171208520708,0.011248875013502836,0.2,4,1.2,1.0217963577005789
62,6,1.7278503168139236,0.015321477428180574,0.5460609928217038,0.06475691426569086,0.010587995309643746,0.0,4,1.4166666666666667,1.0133292447137263
121,6,1.8207360687063228,0.01997264021887825,0.524194768052011,0.03374945310133573,0.011255670025300637,0.26666666666666666,4,0.9833333333333333,1.157022283697143
63,6,1.5715872160036695,0.02188782489740082,0.532780181303558,0.02949693151265097,0.010497888836433015,0.13333333333333333,4,1.1166666666666667,0.9930549793895577
32,6,1.465399703449558,0.0008207934336525308,0.5347649944523414,0.046212180980768555,0.00919766268788859,0.4,4,1.2333333333333334,0.8309004033131699
118,5,1.2981771331790155,0.014500683994528044,0.509560238316689,0.021794033907033786,0.009240390903618317,0.1,4,1.1333333333333333,0.7240813388775699
41,5,1.5762947098257092,0.011764705882352941,0.5496371663986038,0.044482093796606316,0.009594177229363704,0.2,4,1.7666666666666666,0.7217367628174837
99,5,1.3863880711174479,0.013132694938440492,0.5448692772783237,0.03763677100000813,0.008908126468689121,0.2,4,1.0666666666666667,0.6342396132422274
43,5,1.1812211396890855,0.006019151846785226,0.4984761379147092,0.04576035589522864,0.007849883432420211,0.0,4,1.15,0.9356408118576053
64,5,1.2207422436876267,0.013679890560875513,0.5151524713410971,0.027062181507438245,0.008219295341030415,0.0,4,1.0833333333333333,0.8086747196864055
20,5,1.308785917527326,0.012038303693570451,0.5379472602941362,0.09141023624397819,0.008059638824944168,0.2,5,1.3333333333333333,0.8570083295022036
117,4,1.1467107621681891,0.009302325581395349,0.5033155438283023,0.022551531895814256,0.007960546850053426,0.16666666666666666,4,0.7,0.9966044044569801
115,4,0.9551970488111836,0.006292749658002736,0.4721500309820437,0.01118469203809643,0.0072853668278087865,0.16666666666666666,4,0.85,0.8796185613999523
16,4,1.20236215115348,0.0016415868673050615,0.522711051959736,0.0723189331659906,0.007303451552492769,0.5,4,1.1,0.9690113780794618
125,4,1.129298726090942,0.0,0.5079503932345796,0.03316920418785035,0.007194294228207696,0.6666666666666666,4,0.7833333333333333,1.3030819616854714
46,4,1.0125082933590908,0.004377564979480164,0.5146079936280512,0.06493522740081996,0.006620325012480718,0.3333333333333333,4,1.0333333333333334,0.6880743620304538
103,4,1.0934057408011877,0.01039671682626539,0.5123748322032837,0.029778754283216406,0.00769051294838162,0.16666666666666666,4,1.0166666666666666,0.8731720211568124
22,4,1.0615985902465508,0.0,0.525298637939712,0.04459057497086703,0.006877206189791219,0.6666666666666666,4,0.7333333333333333,0.9543240871301714
24,4,1.13940104689717,0.0019151846785225718,0.4802393171333637,0.019980888355059925,0.007600978357631934,0.5,4,0.8166666666666667,1.0332057511908201
48,4,1.2068465808374524,0.008207934336525308,0.4714132021296886,0.01597086426746318,0.008620030726769663,0.16666666666666666,4,1.1,0.933373687586042
80,4,1.1605176449085615,0.004651162790697674,0.5000440199284042,0.03861002999687294,0.0076190419413305595,0.16666666666666666,4,1.15,0.9356408118576053
89,4,0.9436694870230679,0.0024623803009575923,0.48497204720814924,0.04123311279070997,0.006484551315625249,0.3333333333333333,4,0.8166666666666667,1.1570222836971427
106,3,0.8990260933861893,0.0019151846785225718,0.4763943165070489,0.03795765890815983,0.00613912357500068,0.3333333333333333,3,1.0,0.8829841544156682
26,3,0.8338539957831143,0.004103967168262654,0.48391442896496567,0.021761409918844364,0.006218254087346451,0.0,3,1.25,1.1293465937494827
31,3,0.8413065492137841,0.003009575923392613,0.5254172196902244,0.043010962234367324,0.0057520598967771485,0.3333333333333333,3,1.0833333333333333,0.8495595402497569
120,3,0.7397225649880079,0.0019151846785225718,0.45112395272251854,0.008740827267891427,0.005972697737905046,0.3333333333333333,3,-0.11666666666666667,1.4390635687148292
74,3,0.9480799439814275,0.001094391244870041,0.4798650914378496,0.06942546272963619,0.0062417924479284265,0.3333333333333333,3,1.3333333333333333,1.0995633442519799
69,3,0.6984393099051089,0.001094391244870041,0.4586721601189641,0.013182480437577892,0.0054430042702882896,0.6666666666666666,3,1.1,0.7961773075670683
84,2,0.5377361203322015,0.0019151846785225718,0.45051199052272356,0.0201407886571318,0.004486274007030427,0.0,2,1.0333333333333334,1.2617806447557451
36,1,0.262381772937301,0.0,0.38337003151136223,0.003994975457498542,0.0033057889608633312,0.0,1,0.9,1.3985464609335756
59,1,0.2599446750790713,0.0,0.3786779637116132,0.0022662672946636916,0.0033341674456041177,0.0,1,1.1166666666666667,0.9930549793895577
